Upload a cover,GGGGG,حمّلي صورة الغلاف,NNNNNNNN
The cover does not meet the standards and is moved to the attractive album. Please try another one.,GGGGG,صورة الغلاف لا تلبي متطلبات وتم نقلها الى البوم الصور الجذابة.يرجى التحميل صورة اخرى,NNNNNNNN
Check profile guideline,GGGGG,اطلعي على دليل الملف الشخصي,NNNNNNNN
Room theme,GGGGG,موضوع الغرفة,NNNNNNNN
Default,GGGGG,إفتراضي,NNNNNNNN
Add a background,GGGGG,أضيف الخلفية,NNNNNNNN
Preview,GGGGG,معاينة,NNNNNNNN
Tip: The cropped area is limited to the white line frame,GGGGG,ملاحظة : سيتم اقتصاص الصور في اطار ابيض مربع,NNNNNNNN
Customize,GGGGG,خصّص,NNNNNNNN
Oops! The background hasn't been saved,GGGGG,الخلفية المخصصة غير محفوظة,NNNNNNNN
